Page,API,Count
/voyage-enfant-gratuit,/availability/dates,4
/places-enfants-gratuites,/availability/last-available-date,4
/places-enfants-gratuites,/availability/dates,4
/places-enfants-gratuites,/search/packages,10
/places-enfants-gratuites,/search/alternative-flights,12
/places-enfants-gratuites,/search/price-graph/month,1
/places-enfants-gratuites,/search/recommended,5
/vacances-a-moins-de-300-chf,/search/packages,10
/vacances-a-moins-de-300-chf,/search/alternative-flights,12
/vacances-a-moins-de-300-chf,/search/price-graph/month,1
/vacances-a-moins-de-300-chf,/search/recommended,5
/vacances-a-moins-de-300-chf,/availability/last-available-date,4
/vacances-a-moins-de-300-chf,/availability/dates,4
/vacances-a-moins-de-400-chf,/search/packages,10
/vacances-a-moins-de-400-chf,/search/alternative-flights,12
/vacances-a-moins-de-400-chf,/search/price-graph/month,1
/vacances-a-moins-de-400-chf,/search/recommended,5
/vacances-a-moins-de-400-chf,/availability/last-available-date,4
/vacances-a-moins-de-400-chf,/availability/dates,4
/vacances-a-moins-de-500-chf,/search/packages,10
/vacances-a-moins-de-500-chf,/search/alternative-flights,12
/vacances-a-moins-de-500-chf,/search/price-graph/month,1
/vacances-a-moins-de-500-chf,/search/recommended,5
/vacances-a-moins-de-500-chf,/availability/last-available-date,4
/vacances-a-moins-de-500-chf,/availability/dates,4
/promotions,/search/packages,10
/promotions,/search/alternative-flights,12
/promotions,/search/price-graph/month,1
/promotions,/search/recommended,5
/promotions,/availability/last-available-date,4
/promotions,/availability/dates,4
/information/trade-covid-19-testing,/help-centre/faq/save,7
/information/trade-group-holidays,/availability/from,12
/information/trade-group-holidays,/price,24
/information/trade-group-holidays,/destinations/search,48
/information/trade-group-holidays,/help-centre/faq/save,2
/information/trade-rebook-terms,/search/packages,24
/information/trade-rebook-terms,/availability/last-available-date,12
/information/trade-rebook-terms,/availability/dates,8
/information/trade-rebook-terms,/content/filter-facilities,3
/information/trade-rebook-terms,/destinations/search,3
/information/trade-rebook-terms,envPublic.CMS_API/tracking/user-search,4
/information/insolvenzschutz,/help-centre/faq/save,1
/information/customer-safety-and-wellbeing/before-you-travel,/help-centre/faq/save,1
/information/customer-safety-and-wellbeing/before-you-travel,/search/alternative-flights,12
/information/customer-safety-and-wellbeing/before-you-travel,/search/recommended,5
/information/customer-safety-and-wellbeing/before-you-travel,/search/packages,10
/information/customer-safety-and-wellbeing/before-you-travel,/search/price-graph/month,1
/information/customer-safety-and-wellbeing/on-holiday,/help-centre/faq/save,1
/information/customer-safety-and-wellbeing/on-holiday,/search/alternative-flights,12
/information/customer-safety-and-wellbeing/on-holiday,/search/recommended,5
/information/customer-safety-and-wellbeing/on-holiday,/search/packages,10
/information/customer-safety-and-wellbeing/on-holiday,/search/price-graph/month,1
/information/customer-safety-and-wellbeing/out-and-about,/help-centre/faq/save,1
/information/customer-safety-and-wellbeing/out-and-about,/search/alternative-flights,12
/information/customer-safety-and-wellbeing/out-and-about,/search/recommended,5
/information/customer-safety-and-wellbeing/out-and-about,/search/packages,10
/information/customer-safety-and-wellbeing/out-and-about,/search/price-graph/month,1
/information/customer-safety-and-wellbeing/food-and-drink,/search/alternative-flights,12
/information/customer-safety-and-wellbeing/food-and-drink,/search/recommended,5
/information/customer-safety-and-wellbeing/food-and-drink,/search/packages,10
/information/customer-safety-and-wellbeing/food-and-drink,/search/price-graph/month,1
/information/customer-safety-and-wellbeing/food-and-drink,/help-centre/faq/save,1
/information/customer-safety-and-wellbeing/swimming-and-at-the-beach,/help-centre/faq/save,1
/information/customer-safety-and-wellbeing/swimming-and-at-the-beach,/search/alternative-flights,12
/information/customer-safety-and-wellbeing/swimming-and-at-the-beach,/search/recommended,5
/information/customer-safety-and-wellbeing/swimming-and-at-the-beach,/search/packages,10
/information/customer-safety-and-wellbeing/swimming-and-at-the-beach,/search/price-graph/month,1
/information/customer-safety-and-wellbeing/your-hotel,/help-centre/faq/save,1
/information/customer-safety-and-wellbeing/your-hotel,/search/alternative-flights,12
/information/customer-safety-and-wellbeing/your-hotel,/search/recommended,5
/information/customer-safety-and-wellbeing/your-hotel,/search/packages,10
/information/customer-safety-and-wellbeing/your-hotel,/search/price-graph/month,1
/information/customer-safety-and-wellbeing/choosing-your-holiday,/help-centre/faq/save,1
/information/customer-safety-and-wellbeing/choosing-your-holiday,/search/alternative-flights,12
/information/customer-safety-and-wellbeing/choosing-your-holiday,/search/recommended,5
/information/customer-safety-and-wellbeing/choosing-your-holiday,/search/packages,10
/information/customer-safety-and-wellbeing/choosing-your-holiday,/search/price-graph/month,1
/information/customer-safety-and-wellbeing/at-the-airport,/help-centre/faq/save,1
/information/customer-safety-and-wellbeing/at-the-airport,/search/alternative-flights,12
/information/customer-safety-and-wellbeing/at-the-airport,/search/recommended,5
/information/customer-safety-and-wellbeing/at-the-airport,/search/packages,10
/information/customer-safety-and-wellbeing/at-the-airport,/search/price-graph/month,1
/information/customer-safety-and-wellbeing/coming-home,/help-centre/faq/save,1
/information/customer-safety-and-wellbeing/coming-home,/search/alternative-flights,12
/information/customer-safety-and-wellbeing/coming-home,/search/recommended,5
/information/customer-safety-and-wellbeing/coming-home,/search/packages,10
/information/customer-safety-and-wellbeing/coming-home,/search/price-graph/month,1
/information/kundensicherheit-und-wohlbefinden,/search/alternative-flights,12
/information/kundensicherheit-und-wohlbefinden,/search/recommended,5
/information/kundensicherheit-und-wohlbefinden,/search/packages,10
/information/kundensicherheit-und-wohlbefinden,/search/price-graph/month,1
/information/kundensicherheit-und-wohlbefinden,/availability/from,2
/information/kundensicherheit-und-wohlbefinden,/price,4
/information/kundensicherheit-und-wohlbefinden,/destinations/search,8
/information/kundensicherheit-und-wohlbefinden/before-you-travel,/help-centre/faq/save,1
/information/kundensicherheit-und-wohlbefinden/before-you-travel,/search/alternative-flights,12
/information/kundensicherheit-und-wohlbefinden/before-you-travel,/search/recommended,5
/information/kundensicherheit-und-wohlbefinden/before-you-travel,/search/packages,10
/information/kundensicherheit-und-wohlbefinden/before-you-travel,/search/price-graph/month,1
/information/kundensicherheit-und-wohlbefinden/on-holiday,/help-centre/faq/save,1
/information/kundensicherheit-und-wohlbefinden/on-holiday,/search/alternative-flights,12
/information/kundensicherheit-und-wohlbefinden/on-holiday,/search/recommended,5
/information/kundensicherheit-und-wohlbefinden/on-holiday,/search/packages,10
/information/kundensicherheit-und-wohlbefinden/on-holiday,/search/price-graph/month,1
/information/kundensicherheit-und-wohlbefinden/out-and-about,/help-centre/faq/save,1
/information/kundensicherheit-und-wohlbefinden/out-and-about,/search/alternative-flights,12
/information/kundensicherheit-und-wohlbefinden/out-and-about,/search/recommended,5
/information/kundensicherheit-und-wohlbefinden/out-and-about,/search/packages,10
/information/kundensicherheit-und-wohlbefinden/out-and-about,/search/price-graph/month,1
/information/kundensicherheit-und-wohlbefinden/food-and-drink,/search/alternative-flights,12
/information/kundensicherheit-und-wohlbefinden/food-and-drink,/search/recommended,5
/information/kundensicherheit-und-wohlbefinden/food-and-drink,/search/packages,10
/information/kundensicherheit-und-wohlbefinden/food-and-drink,/search/price-graph/month,1
/information/kundensicherheit-und-wohlbefinden/food-and-drink,/help-centre/faq/save,1
/information/kundensicherheit-und-wohlbefinden/swimming-and-at-the-beach,/help-centre/faq/save,1
/information/kundensicherheit-und-wohlbefinden/swimming-and-at-the-beach,/search/alternative-flights,12
/information/kundensicherheit-und-wohlbefinden/swimming-and-at-the-beach,/search/recommended,5
/information/kundensicherheit-und-wohlbefinden/swimming-and-at-the-beach,/search/packages,10
/information/kundensicherheit-und-wohlbefinden/swimming-and-at-the-beach,/search/price-graph/month,1
/information/kundensicherheit-und-wohlbefinden/your-hotel,/help-centre/faq/save,1
/information/kundensicherheit-und-wohlbefinden/your-hotel,/search/alternative-flights,12
/information/kundensicherheit-und-wohlbefinden/your-hotel,/search/recommended,5
/information/kundensicherheit-und-wohlbefinden/your-hotel,/search/packages,10
/information/kundensicherheit-und-wohlbefinden/your-hotel,/search/price-graph/month,1
/information/kundensicherheit-und-wohlbefinden/choosing-your-holiday,/help-centre/faq/save,1
/information/kundensicherheit-und-wohlbefinden/choosing-your-holiday,/search/alternative-flights,12
/information/kundensicherheit-und-wohlbefinden/choosing-your-holiday,/search/recommended,5
/information/kundensicherheit-und-wohlbefinden/choosing-your-holiday,/search/packages,10
/information/kundensicherheit-und-wohlbefinden/choosing-your-holiday,/search/price-graph/month,1
/information/kundensicherheit-und-wohlbefinden/at-the-airport,/help-centre/faq/save,1
/information/kundensicherheit-und-wohlbefinden/at-the-airport,/search/alternative-flights,12
/information/kundensicherheit-und-wohlbefinden/at-the-airport,/search/recommended,5
/information/kundensicherheit-und-wohlbefinden/at-the-airport,/search/packages,10
/information/kundensicherheit-und-wohlbefinden/at-the-airport,/search/price-graph/month,1
/information/kundensicherheit-und-wohlbefinden/coming-home,/help-centre/faq/save,1
/information/kundensicherheit-und-wohlbefinden/coming-home,/search/alternative-flights,12
/information/kundensicherheit-und-wohlbefinden/coming-home,/search/recommended,5
/information/kundensicherheit-und-wohlbefinden/coming-home,/search/packages,10
/information/kundensicherheit-und-wohlbefinden/coming-home,/search/price-graph/month,1
/information/rebook-terms,/search/packages,24
/information/rebook-terms,/availability/last-available-date,12
/information/rebook-terms,/availability/dates,8
/information/rebook-terms,/content/filter-facilities,3
/information/rebook-terms,/destinations/search,3
/information/rebook-terms,envPublic.CMS_API/tracking/user-search,4
/information/sustainability-about-page,/search/packages,24
/information/sustainability-about-page,/availability/last-available-date,12
/information/sustainability-about-page,/availability/dates,8
/information/sustainability-about-page,/content/filter-facilities,3
/information/sustainability-about-page,/destinations/search,3
/information/sustainability-about-page,envPublic.CMS_API/tracking/user-search,4
/information/warum-bei-uns-buchen,/availability/from,14
/information/warum-bei-uns-buchen,/price,28
/information/warum-bei-uns-buchen,/destinations/search,59
/information/warum-bei-uns-buchen,/search/packages,24
/information/warum-bei-uns-buchen,/availability/last-available-date,12
/information/warum-bei-uns-buchen,/availability/dates,8
/information/warum-bei-uns-buchen,/content/filter-facilities,3
/information/warum-bei-uns-buchen,envPublic.CMS_API/tracking/user-search,4
/information/return-transfers,/help-centre/faq/save,1
/information/amend-offer-standard-terms,/search/packages,24
/information/amend-offer-standard-terms,/availability/last-available-date,12
/information/amend-offer-standard-terms,/availability/dates,8
/information/amend-offer-standard-terms,/content/filter-facilities,3
/information/amend-offer-standard-terms,/destinations/search,3
/information/amend-offer-standard-terms,envPublic.CMS_API/tracking/user-search,4
/information/amend-offer-terms,/search/packages,24
/information/amend-offer-terms,/availability/last-available-date,12
/information/amend-offer-terms,/availability/dates,8
/information/amend-offer-terms,/content/filter-facilities,3
/information/amend-offer-terms,/destinations/search,3
/information/amend-offer-terms,envPublic.CMS_API/tracking/user-search,4
/information/amend-terms,/search/packages,24
/information/amend-terms,/availability/last-available-date,12
/information/amend-terms,/availability/dates,8
/information/amend-terms,/content/filter-facilities,3
/information/amend-terms,/destinations/search,3
/information/amend-terms,envPublic.CMS_API/tracking/user-search,4
/information/booking-conditions,/help-centre/faq/save,6
/information/booking-conditions,/availability/from,2
/information/booking-conditions,/price,4
/information/booking-conditions,/destinations/search,8
/information/buchungsbedingungen,/help-centre/faq/save,6
/information/nutzungsbedingungen,/help-centre/faq/save,1
/information/travel-information,/search/packages,24
/information/travel-information,/availability/last-available-date,12
/information/travel-information,/availability/dates,8
/information/travel-information,/content/filter-facilities,3
/information/travel-information,/destinations/search,3
/information/travel-information,envPublic.CMS_API/tracking/user-search,4
/information/travel-information,/help-centre/faq/save,1
/information/contact-us,/availability/from,8
/information/contact-us,/price,16
/information/contact-us,/destinations/search,32
/öko-zertifizierter-urlaub,/search/packages,10
/öko-zertifizierter-urlaub,/search/alternative-flights,12
/öko-zertifizierter-urlaub,/search/price-graph/month,1
/öko-zertifizierter-urlaub,/search/recommended,5
/öko-zertifizierter-urlaub,/availability/last-available-date,4
/öko-zertifizierter-urlaub,/availability/dates,4
/osterferien,/search/packages,10
/osterferien,/search/alternative-flights,12
/osterferien,/search/price-graph/month,1
/osterferien,/search/recommended,5
/osterferien,/help-centre/faq/save,1
/osterferien,/availability/last-available-date,4
/osterferien,/availability/dates,4
/winterferien,/availability/last-available-date,4
/winterferien,/availability/dates,4
/winterferien,/search/packages,10
/winterferien,/search/alternative-flights,12
/winterferien,/search/price-graph/month,1
/winterferien,/search/recommended,5
/fruhlingsferien,/search/packages,10
/fruhlingsferien,/search/alternative-flights,12
/fruhlingsferien,/search/price-graph/month,1
/fruhlingsferien,/search/recommended,5
/fruhlingsferien,/availability/last-available-date,4
/fruhlingsferien,/availability/dates,4
/ermässigte-ferien,/availability/last-available-date,4
/ermässigte-ferien,/availability/dates,4
/ermässigte-ferien,/search/packages,10
/ermässigte-ferien,/search/alternative-flights,12
/ermässigte-ferien,/search/price-graph/month,1
/ermässigte-ferien,/search/recommended,5
/sommerferien,/availability/last-available-date,4
/sommerferien,/availability/dates,4
/sommerferien,/search/packages,10
/sommerferien,/search/alternative-flights,12
/sommerferien,/search/price-graph/month,1
/sommerferien,/search/recommended,5
/herbstferien,/availability/last-available-date,4
/herbstferien,/availability/dates,4
/herbstferien,/search/packages,10
/herbstferien,/search/alternative-flights,12
/herbstferien,/search/price-graph/month,1
/herbstferien,/search/recommended,5
/ferien-ab-genf,/availability/last-available-date,4
/ferien-ab-genf,/availability/dates,4
/ferien-ab-genf,/search/packages,10
/ferien-ab-genf,/search/alternative-flights,12
/ferien-ab-genf,/search/price-graph/month,1
/ferien-ab-genf,/search/recommended,5
/ferien-ab-zurich,/availability/last-available-date,4
/ferien-ab-zurich,/availability/dates,4
/ferien-ab-zurich,/search/packages,10
/ferien-ab-zurich,/search/alternative-flights,12
/ferien-ab-zurich,/search/price-graph/month,1
/ferien-ab-zurich,/search/recommended,5
/ferien-ab-basel,/availability/last-available-date,4
/ferien-ab-basel,/availability/dates,4
/ferien-ab-basel,/search/packages,10
/ferien-ab-basel,/search/alternative-flights,12
/ferien-ab-basel,/search/price-graph/month,1
/ferien-ab-basel,/search/recommended,5
/all-inclusive-angebote,/search/packages,10
/all-inclusive-angebote,/search/alternative-flights,12
/all-inclusive-angebote,/search/price-graph/month,1
/all-inclusive-angebote,/search/recommended,5
/all-inclusive-angebote,/availability/last-available-date,4
/all-inclusive-angebote,/availability/dates,4
/badeferien-angebote,/help-centre/faq/save,1
/badeferien-angebote,/search/packages,10
/badeferien-angebote,/search/alternative-flights,12
/badeferien-angebote,/search/price-graph/month,1
/badeferien-angebote,/search/recommended,5
/badeferien-angebote,/availability/last-available-date,4
/badeferien-angebote,/availability/dates,4
/angebote-für-städtereisen,/availability/last-available-date,4
/angebote-für-städtereisen,/availability/dates,4
/angebote-für-städtereisen,/search/packages,10
/angebote-für-städtereisen,/search/alternative-flights,12
/angebote-für-städtereisen,/search/price-graph/month,1
/angebote-für-städtereisen,/search/recommended,5
/last-minute-strandferien,/search/packages,10
/last-minute-strandferien,/search/alternative-flights,12
/last-minute-strandferien,/search/price-graph/month,1
/last-minute-strandferien,/search/recommended,5
/last-minute-strandferien,/availability/last-available-date,4
/last-minute-strandferien,/availability/dates,4
/last-minute-staedtereisen,/search/packages,10
/last-minute-staedtereisen,/search/alternative-flights,12
/last-minute-staedtereisen,/search/price-graph/month,1
/last-minute-staedtereisen,/search/recommended,5
/last-minute-staedtereisen,/availability/last-available-date,4
/last-minute-staedtereisen,/availability/dates,4
/last-minute-angebote,/availability/last-available-date,4
/last-minute-angebote,/availability/dates,4
/last-minute-angebote,/search/packages,10
/last-minute-angebote,/search/alternative-flights,12
/last-minute-angebote,/search/price-graph/month,1
/last-minute-angebote,/search/recommended,5
/familienurlaube-angebote,/help-centre/faq/save,1
/familienurlaube-angebote,/availability/last-available-date,4
/familienurlaube-angebote,/availability/dates,4
/familienurlaube-angebote,/search/packages,10
/familienurlaube-angebote,/search/alternative-flights,12
/familienurlaube-angebote,/search/price-graph/month,1
/familienurlaube-angebote,/search/recommended,5
/flitterwochen-angebote,/search/packages,10
/flitterwochen-angebote,/search/alternative-flights,12
/flitterwochen-angebote,/search/price-graph/month,1
/flitterwochen-angebote,/search/recommended,5
/flitterwochen-angebote,/availability/last-available-date,4
/flitterwochen-angebote,/availability/dates,4
/ferien-kinder-gratis,/search/packages,10
/ferien-kinder-gratis,/search/alternative-flights,12
/ferien-kinder-gratis,/search/price-graph/month,1
/ferien-kinder-gratis,/search/recommended,5
/ferien-kinder-gratis,/availability/last-available-date,4
/ferien-kinder-gratis,/availability/dates,4
/freie-plaetze-fuer-kinder,/availability/last-available-date,4
/freie-plaetze-fuer-kinder,/availability/dates,4
/freie-plaetze-fuer-kinder,/search/packages,10
/freie-plaetze-fuer-kinder,/search/alternative-flights,12
/freie-plaetze-fuer-kinder,/search/price-graph/month,1
/freie-plaetze-fuer-kinder,/search/recommended,5
/ferien-unter-300-chf,/search/packages,10
/ferien-unter-300-chf,/search/alternative-flights,12
/ferien-unter-300-chf,/search/price-graph/month,1
/ferien-unter-300-chf,/search/recommended,5
/ferien-unter-300-chf,/availability/last-available-date,4
/ferien-unter-300-chf,/availability/dates,4
/ferien-unter-400-chf,/search/packages,10
/ferien-unter-400-chf,/search/alternative-flights,12
/ferien-unter-400-chf,/search/price-graph/month,1
/ferien-unter-400-chf,/search/recommended,5
/ferien-unter-400-chf,/availability/last-available-date,4
/ferien-unter-400-chf,/availability/dates,4
/ferien-unter-500-chf,/search/packages,10
/ferien-unter-500-chf,/search/alternative-flights,12
/ferien-unter-500-chf,/search/price-graph/month,1
/ferien-unter-500-chf,/search/recommended,5
/ferien-unter-500-chf,/availability/last-available-date,4
/ferien-unter-500-chf,/availability/dates,4
/sale,/search/packages,10
/sale,/search/alternative-flights,12
/sale,/search/price-graph/month,1
/sale,/search/recommended,5
/sale,/availability/last-available-date,4
/sale,/availability/dates,4
/informations/securite-et-bien-etre-des-clients,/search/alternative-flights,12
/informations/securite-et-bien-etre-des-clients,/search/recommended,5
/informations/securite-et-bien-etre-des-clients,/search/packages,10
/informations/securite-et-bien-etre-des-clients,/search/price-graph/month,1
/informations/securite-et-bien-etre-des-clients,/availability/from,2
/informations/securite-et-bien-etre-des-clients,/price,4
/informations/securite-et-bien-etre-des-clients,/destinations/search,8
/informations/securite-et-bien-etre-des-clients/avant-de-voyager,/help-centre/faq/save,1
/informations/securite-et-bien-etre-des-clients/avant-de-voyager,/search/alternative-flights,12
/informations/securite-et-bien-etre-des-clients/avant-de-voyager,/search/recommended,5
/informations/securite-et-bien-etre-des-clients/avant-de-voyager,/search/packages,10
/informations/securite-et-bien-etre-des-clients/avant-de-voyager,/search/price-graph/month,1
/informations/securite-et-bien-etre-des-clients/lorsque-vous-etes-en-vacances,/help-centre/faq/save,1
/informations/securite-et-bien-etre-des-clients/lorsque-vous-etes-en-vacances,/search/alternative-flights,12
/informations/securite-et-bien-etre-des-clients/lorsque-vous-etes-en-vacances,/search/recommended,5
/informations/securite-et-bien-etre-des-clients/lorsque-vous-etes-en-vacances,/search/packages,10
/informations/securite-et-bien-etre-des-clients/lorsque-vous-etes-en-vacances,/search/price-graph/month,1
/informations/securite-et-bien-etre-des-clients/sortir-et-se-promener,/help-centre/faq/save,1
/informations/securite-et-bien-etre-des-clients/sortir-et-se-promener,/search/alternative-flights,12
/informations/securite-et-bien-etre-des-clients/sortir-et-se-promener,/search/recommended,5
/informations/securite-et-bien-etre-des-clients/sortir-et-se-promener,/search/packages,10
/informations/securite-et-bien-etre-des-clients/sortir-et-se-promener,/search/price-graph/month,1
/informations/securite-et-bien-etre-des-clients/nourriture-et-boissons,/search/alternative-flights,12
/informations/securite-et-bien-etre-des-clients/nourriture-et-boissons,/search/recommended,5
/informations/securite-et-bien-etre-des-clients/nourriture-et-boissons,/search/packages,10
/informations/securite-et-bien-etre-des-clients/nourriture-et-boissons,/search/price-graph/month,1
/informations/securite-et-bien-etre-des-clients/nourriture-et-boissons,/help-centre/faq/save,1
/informations/securite-et-bien-etre-des-clients/baignade-et-plage,/help-centre/faq/save,1
/informations/securite-et-bien-etre-des-clients/baignade-et-plage,/search/alternative-flights,12
/informations/securite-et-bien-etre-des-clients/baignade-et-plage,/search/recommended,5
/informations/securite-et-bien-etre-des-clients/baignade-et-plage,/search/packages,10
/informations/securite-et-bien-etre-des-clients/baignade-et-plage,/search/price-graph/month,1
/informations/securite-et-bien-etre-des-clients/a-l-hotel,/help-centre/faq/save,1
/informations/securite-et-bien-etre-des-clients/a-l-hotel,/search/alternative-flights,12
/informations/securite-et-bien-etre-des-clients/a-l-hotel,/search/recommended,5
/informations/securite-et-bien-etre-des-clients/a-l-hotel,/search/packages,10
/informations/securite-et-bien-etre-des-clients/a-l-hotel,/search/price-graph/month,1
/informations/securite-et-bien-etre-des-clients/choisir-ses-vacances,/help-centre/faq/save,1
/informations/securite-et-bien-etre-des-clients/choisir-ses-vacances,/search/alternative-flights,12
/informations/securite-et-bien-etre-des-clients/choisir-ses-vacances,/search/recommended,5
/informations/securite-et-bien-etre-des-clients/choisir-ses-vacances,/search/packages,10
/informations/securite-et-bien-etre-des-clients/choisir-ses-vacances,/search/price-graph/month,1
/informations/securite-et-bien-etre-des-clients/a-l-aeroport,/help-centre/faq/save,1
/informations/securite-et-bien-etre-des-clients/a-l-aeroport,/search/alternative-flights,12
/informations/securite-et-bien-etre-des-clients/a-l-aeroport,/search/recommended,5
/informations/securite-et-bien-etre-des-clients/a-l-aeroport,/search/packages,10
/informations/securite-et-bien-etre-des-clients/a-l-aeroport,/search/price-graph/month,1
/informations/securite-et-bien-etre-des-clients/informations-de-base,/help-centre/faq/save,1
/informations/securite-et-bien-etre-des-clients/informations-de-base,/search/alternative-flights,12
/informations/securite-et-bien-etre-des-clients/informations-de-base,/search/recommended,5
/informations/securite-et-bien-etre-des-clients/informations-de-base,/search/packages,10
/informations/securite-et-bien-etre-des-clients/informations-de-base,/search/price-graph/month,1
/informations/pourquoi-reserver-aupres-de-nous,/availability/from,14
/informations/pourquoi-reserver-aupres-de-nous,/price,28
/informations/pourquoi-reserver-aupres-de-nous,/destinations/search,59
/informations/pourquoi-reserver-aupres-de-nous,/search/packages,24
/informations/pourquoi-reserver-aupres-de-nous,/availability/last-available-date,12
/informations/pourquoi-reserver-aupres-de-nous,/availability/dates,8
/informations/pourquoi-reserver-aupres-de-nous,/content/filter-facilities,3
/informations/pourquoi-reserver-aupres-de-nous,envPublic.CMS_API/tracking/user-search,4
/informations/terms-of-use,/help-centre/faq/save,1
/eco-certified-holidays,/search/packages,10
/eco-certified-holidays,/search/alternative-flights,12
/eco-certified-holidays,/search/price-graph/month,1
/eco-certified-holidays,/search/recommended,5
/eco-certified-holidays,/availability/last-available-date,4
/eco-certified-holidays,/availability/dates,4
/vacances-au-depart-de-bordeaux,/availability/last-available-date,4
/vacances-au-depart-de-bordeaux,/availability/dates,4
/vacances-au-depart-de-bordeaux,/search/packages,10
/vacances-au-depart-de-bordeaux,/search/alternative-flights,12
/vacances-au-depart-de-bordeaux,/search/price-graph/month,1
/vacances-au-depart-de-bordeaux,/search/recommended,5
/vacances-au-depart-de-nantes,/search/packages,10
/vacances-au-depart-de-nantes,/search/alternative-flights,12
/vacances-au-depart-de-nantes,/search/price-graph/month,1
/vacances-au-depart-de-nantes,/search/recommended,5
/vacances-au-depart-de-nantes,/availability/last-available-date,4
/vacances-au-depart-de-nantes,/availability/dates,4
/vacances-au-depart-de-nice,/availability/last-available-date,4
/vacances-au-depart-de-nice,/availability/dates,4
/vacances-au-depart-de-nice,/search/packages,10
/vacances-au-depart-de-nice,/search/alternative-flights,12
/vacances-au-depart-de-nice,/search/price-graph/month,1
/vacances-au-depart-de-nice,/search/recommended,5
/vacances-au-depart-de-toulouse,/availability/last-available-date,4
/vacances-au-depart-de-toulouse,/availability/dates,4
/vacances-au-depart-de-toulouse,/search/packages,10
/vacances-au-depart-de-toulouse,/search/alternative-flights,12
/vacances-au-depart-de-toulouse,/search/price-graph/month,1
/vacances-au-depart-de-toulouse,/search/recommended,5
/vacances-au-depart-de-lyon,/availability/last-available-date,4
/vacances-au-depart-de-lyon,/availability/dates,4
/vacances-au-depart-de-lyon,/search/packages,10
/vacances-au-depart-de-lyon,/search/alternative-flights,12
/vacances-au-depart-de-lyon,/search/price-graph/month,1
/vacances-au-depart-de-lyon,/search/recommended,5
/vacances-au-depart-de-marseille,/availability/last-available-date,4
/vacances-au-depart-de-marseille,/availability/dates,4
/vacances-au-depart-de-marseille,/search/packages,10
/vacances-au-depart-de-marseille,/search/alternative-flights,12
/vacances-au-depart-de-marseille,/search/price-graph/month,1
/vacances-au-depart-de-marseille,/search/recommended,5
/vacances-au-depart-de-paris,/availability/last-available-date,4
/vacances-au-depart-de-paris,/availability/dates,4
/vacances-au-depart-de-paris,/search/packages,10
/vacances-au-depart-de-paris,/search/alternative-flights,12
/vacances-au-depart-de-paris,/search/price-graph/month,1
/vacances-au-depart-de-paris,/search/recommended,5
/vacances-de-dernière-minute-à-la-plage,/search/packages,10
/vacances-de-dernière-minute-à-la-plage,/search/alternative-flights,12
/vacances-de-dernière-minute-à-la-plage,/search/price-graph/month,1
/vacances-de-dernière-minute-à-la-plage,/search/recommended,5
/vacances-de-dernière-minute-à-la-plage,/availability/last-available-date,4
/vacances-de-dernière-minute-à-la-plage,/availability/dates,4
/vacances-de-dernière-minute-en-ville,/search/packages,10
/vacances-de-dernière-minute-en-ville,/search/alternative-flights,12
/vacances-de-dernière-minute-en-ville,/search/price-graph/month,1
/vacances-de-dernière-minute-en-ville,/search/recommended,5
/vacances-de-dernière-minute-en-ville,/availability/last-available-date,4
/vacances-de-dernière-minute-en-ville,/availability/dates,4
/jusqu'a-300-euro,/search/packages,10
/jusqu'a-300-euro,/search/alternative-flights,12
/jusqu'a-300-euro,/search/price-graph/month,1
/jusqu'a-300-euro,/search/recommended,5
/jusqu'a-300-euro,/availability/last-available-date,4
/jusqu'a-300-euro,/availability/dates,4
/jusqu'a-400-euro,/search/packages,10
/jusqu'a-400-euro,/search/alternative-flights,12
/jusqu'a-400-euro,/search/price-graph/month,1
/jusqu'a-400-euro,/search/recommended,5
/jusqu'a-400-euro,/availability/last-available-date,4
/jusqu'a-400-euro,/availability/dates,4
/jusqu'a-500-euro,/search/packages,10
/jusqu'a-500-euro,/search/alternative-flights,12
/jusqu'a-500-euro,/search/price-graph/month,1
/jusqu'a-500-euro,/search/recommended,5
/jusqu'a-500-euro,/availability/last-available-date,4
/jusqu'a-500-euro,/availability/dates,4
/offres,/search/packages,10
/offres,/search/alternative-flights,12
/offres,/search/price-graph/month,1
/offres,/search/recommended,5
/offres,/availability/last-available-date,4
/offres,/availability/dates,4
/information/kundensicherheit-und-wohlbefinden/vor-der-reise,/help-centre/faq/save,1
/information/kundensicherheit-und-wohlbefinden/vor-der-reise,/search/alternative-flights,12
/information/kundensicherheit-und-wohlbefinden/vor-der-reise,/search/recommended,5
/information/kundensicherheit-und-wohlbefinden/vor-der-reise,/search/packages,10
/information/kundensicherheit-und-wohlbefinden/vor-der-reise,/search/price-graph/month,1
/information/kundensicherheit-und-wohlbefinden/im-urlaub,/help-centre/faq/save,1
/information/kundensicherheit-und-wohlbefinden/im-urlaub,/search/alternative-flights,12
/information/kundensicherheit-und-wohlbefinden/im-urlaub,/search/recommended,5
/information/kundensicherheit-und-wohlbefinden/im-urlaub,/search/packages,10
/information/kundensicherheit-und-wohlbefinden/im-urlaub,/search/price-graph/month,1
/information/kundensicherheit-und-wohlbefinden/unterwegs,/help-centre/faq/save,1
/information/kundensicherheit-und-wohlbefinden/unterwegs,/search/alternative-flights,12
/information/kundensicherheit-und-wohlbefinden/unterwegs,/search/recommended,5
/information/kundensicherheit-und-wohlbefinden/unterwegs,/search/packages,10
